,Q_cool
2022-06-24 10:50:00,7766.739422083706
2022-06-24 10:55:00,13309.793451540116
2022-06-24 11:00:00,5134.232348110081
2022-06-24 11:05:00,-544.6710958956517
2022-06-24 11:10:00,6698.4268571666325
2022-06-24 11:15:00,13741.558353452212
2022-06-24 11:20:00,-708.1472145264396
2022-06-24 11:25:00,-598.2391478258021
2022-06-24 11:30:00,16679.844622836023
2022-06-24 11:35:00,21234.425846917668
2022-06-24 11:40:00,24353.652241453954
2022-06-24 11:45:00,12719.455374850077
2022-06-24 11:50:00,15465.041830303293
2022-06-24 11:55:00,12699.621238484735
